bbcid,system,summary,hallucination_type,hallucinated_span,hallucinated_span_start,hallucinated_span_end,worker_id,start,end
38450424,BERTS2S,israel\'s decision to abstain from developing jewish settlements in the occupied west bank has been called off.,intrinsic,israel\'s,1,9,wid_2,, decision to abstain from developing jewish settlements in the occupied west bank has been called off.
36086291,BERTS2S,"the queen has "" made it difficult "" for her royal duties to be royal, the prince of wales has said.",,,-1,-1,wid_0,"the queen has "" made it difficult "" for her royal duties to be royal, the prince of wales has sai",.
36086291,BERTS2S,"the queen has "" made it difficult "" for her royal duties to be royal, the prince of wales has said.",,,-1,-1,wid_1,"the queen has "" made it difficult "" for her royal duties to be royal, the prince of wales has sai",.
36086291,BERTS2S,"the queen has "" made it difficult "" for her royal duties to be royal, the prince of wales has said.",,,-1,-1,wid_2,"the queen has "" made it difficult "" for her royal duties to be royal, the prince of wales has sai",.
40944669,BERTS2S,west ham reached the efl cup fourth round for the first time in their history with a comfortable win at cheltenham town.,extrinsic,fourth round for the first time in their history,30,78,wid_0,west ham reached the efl cup ,with a comfortable win at cheltenham town.
40944669,BERTS2S,west ham reached the efl cup fourth round for the first time in their history with a comfortable win at cheltenham town.,extrinsic,fourth round for the first time in their history,30,78,wid_1,west ham reached the efl cup ,with a comfortable win at cheltenham town.
40944669,BERTS2S,west ham reached the efl cup fourth round for the first time in their history with a comfortable win at cheltenham town.,extrinsic,fourth round for the first time,30,61,wid_2,west ham reached the efl cup ,in their history with a comfortable win at cheltenham town.
40613520,BERTS2S,a driver who killed a motorcyclist in conwy county has been jailed for six months.,extrinsic,a driver who killed a motorcyclist in conwy county has been jailed for six months,1,82,wid_0,,
40613520,BERTS2S,a driver who killed a motorcyclist in conwy county has been jailed for six months.,extrinsic,conwy county,39,51,wid_1,a driver who killed a motorcyclist in ,has been jailed for six months.
40613520,BERTS2S,a driver who killed a motorcyclist in conwy county has been jailed for six months.,extrinsic,six months,72,82,wid_1,a driver who killed a motorcyclist in conwy county has been jailed for ,
40613520,BERTS2S,a driver who killed a motorcyclist in conwy county has been jailed for six months.,extrinsic,conwy county,39,51,wid_2,a driver who killed a motorcyclist in ,has been jailed for six months.
40613520,BERTS2S,a driver who killed a motorcyclist in conwy county has been jailed for six months.,extrinsic,six months,72,82,wid_2,a driver who killed a motorcyclist in conwy county has been jailed for ,
30891145,BERTS2S,"a british jihadist who travelled to syria to fight with so-called islamic state has been described by experts as "" one of the most dangerous "" british",intrinsic,experts,103,110,wid_0,a british jihadist who travelled to syria to fight with so-called islamic state has been described by ,"as "" one of the most dangerous "" british"
30891145,BERTS2S,"a british jihadist who travelled to syria to fight with so-called islamic state has been described by experts as "" one of the most dangerous "" british",extrinsic,experts,103,110,wid_1,a british jihadist who travelled to syria to fight with so-called islamic state has been described by ,"as "" one of the most dangerous "" british"
30891145,BERTS2S,"a british jihadist who travelled to syria to fight with so-called islamic state has been described by experts as "" one of the most dangerous "" british",extrinsic,experts,103,110,wid_2,a british jihadist who travelled to syria to fight with so-called islamic state has been described by ,"as "" one of the most dangerous "" british"
36362101,BERTS2S,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a three-year deal.,extrinsic,striker,30,37,wid_0,barnsley have signed wrexham ,kayden jackson for an undisclosed fee on a three-year deal.
36362101,BERTS2S,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a three-year deal.,extrinsic,undisclosed fee,60,75,wid_0,barnsley have signed wrexham striker kayden jackson for an ,on a three-year deal.
36362101,BERTS2S,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a three-year deal.,extrinsic,three-year,81,91,wid_0,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a ,deal.
36362101,BERTS2S,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a three-year deal.,extrinsic,striker,30,37,wid_1,barnsley have signed wrexham ,kayden jackson for an undisclosed fee on a three-year deal.
36362101,BERTS2S,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a three-year deal.,extrinsic,undisclosed fee,60,75,wid_1,barnsley have signed wrexham striker kayden jackson for an ,on a three-year deal.
36362101,BERTS2S,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a three-year deal.,extrinsic,three-year,81,91,wid_1,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a ,deal.
36362101,BERTS2S,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a three-year deal.,extrinsic,striker,30,37,wid_2,barnsley have signed wrexham ,kayden jackson for an undisclosed fee on a three-year deal.
36362101,BERTS2S,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a three-year deal.,extrinsic,undisclosed fee,60,75,wid_2,barnsley have signed wrexham striker kayden jackson for an ,on a three-year deal.
36362101,BERTS2S,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a three-year deal.,extrinsic,three-year deal,81,96,wid_2,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a ,
35226958,BERTS2S,thousands of bottles of plastic plastic bottles have washed up on a cornish beach.,extrinsic,thousands,1,10,wid_0,,of bottles of plastic plastic bottles have washed up on a cornish beach.
35226958,BERTS2S,thousands of bottles of plastic plastic bottles have washed up on a cornish beach.,extrinsic,plastic plastic,25,40,wid_0,thousands of bottles of ,bottles have washed up on a cornish beach.
35226958,BERTS2S,thousands of bottles of plastic plastic bottles have washed up on a cornish beach.,extrinsic,thousands,1,10,wid_1,,of bottles of plastic plastic bottles have washed up on a cornish beach.
35226958,BERTS2S,thousands of bottles of plastic plastic bottles have washed up on a cornish beach.,extrinsic,plastic plastic,25,40,wid_1,thousands of bottles of ,bottles have washed up on a cornish beach.
35226958,BERTS2S,thousands of bottles of plastic plastic bottles have washed up on a cornish beach.,extrinsic,thousands,1,10,wid_2,,of bottles of plastic plastic bottles have washed up on a cornish beach.
35226958,BERTS2S,thousands of bottles of plastic plastic bottles have washed up on a cornish beach.,extrinsic,plastic plastic,25,40,wid_2,thousands of bottles of ,bottles have washed up on a cornish beach.
33210810,BERTS2S,one person has died following a two-vehicle crash on the a9 in the highlands.,extrinsic,one person has died following a two-vehicle,1,44,wid_0,,crash on the a9 in the highlands.
33210810,BERTS2S,one person has died following a two-vehicle crash on the a9 in the highlands.,extrinsic,highlands,68,77,wid_0,one person has died following a two-vehicle crash on the a9 in the ,
33210810,BERTS2S,one person has died following a two-vehicle crash on the a9 in the highlands.,extrinsic,one person has died following a two-vehicle,1,44,wid_1,,crash on the a9 in the highlands.
33210810,BERTS2S,one person has died following a two-vehicle crash on the a9 in the highlands.,extrinsic,highlands,68,77,wid_1,one person has died following a two-vehicle crash on the a9 in the ,
33210810,BERTS2S,one person has died following a two-vehicle crash on the a9 in the highlands.,extrinsic,one person has died following a two-vehicle,1,44,wid_2,,crash on the a9 in the highlands.
33210810,BERTS2S,one person has died following a two-vehicle crash on the a9 in the highlands.,extrinsic,highlands,68,77,wid_2,one person has died following a two-vehicle crash on the a9 in the ,
40223602,BERTS2S,bolton defender dorian dervite has signed a new two-year contract with the championship club.,extrinsic,bolton defender dorian dervite has signed a new two-year contract with the championship club,1,93,wid_0,,
40223602,BERTS2S,bolton defender dorian dervite has signed a new two-year contract with the championship club.,extrinsic,defender,8,16,wid_1,bolton ,dorian dervite has signed a new two-year contract with the championship club.
40223602,BERTS2S,bolton defender dorian dervite has signed a new two-year contract with the championship club.,extrinsic,two-year,49,57,wid_1,bolton defender dorian dervite has signed a new ,contract with the championship club.
40223602,BERTS2S,bolton defender dorian dervite has signed a new two-year contract with the championship club.,extrinsic,two-year contract,49,66,wid_2,bolton defender dorian dervite has signed a new ,with the championship club.
39270960,BERTS2S,the liberal democrats and lib dems have clashed in the house of lords during their latest round of campaigning.,intrinsic,and lib dems,23,35,wid_0,the liberal democrats ,have clashed in the house of lords during their latest round of campaigning.
39270960,BERTS2S,the liberal democrats and lib dems have clashed in the house of lords during their latest round of campaigning.,extrinsic,latest round of campaigning,84,111,wid_0,the liberal democrats and lib dems have clashed in the house of lords during their ,
39270960,BERTS2S,the liberal democrats and lib dems have clashed in the house of lords during their latest round of campaigning.,intrinsic,clashed in the house,41,61,wid_1,the liberal democrats and lib dems have ,of lords during their latest round of campaigning.
39270960,BERTS2S,the liberal democrats and lib dems have clashed in the house of lords during their latest round of campaigning.,extrinsic,during their latest round,71,96,wid_1,the liberal democrats and lib dems have clashed in the house of lords ,of campaigning.
39270960,BERTS2S,the liberal democrats and lib dems have clashed in the house of lords during their latest round of campaigning.,intrinsic,clashed in the house,41,61,wid_2,the liberal democrats and lib dems have ,of lords during their latest round of campaigning.
39270960,BERTS2S,the liberal democrats and lib dems have clashed in the house of lords during their latest round of campaigning.,extrinsic,during their latest round,71,96,wid_2,the liberal democrats and lib dems have clashed in the house of lords ,of campaigning.
32435850,BERTS2S,it\'s not often that the defence policy in the uk isn\'t considered a priority.,intrinsic,not,6,9,wid_0,it\'s, often that the defence policy in the uk isn\'t considered a priority.
32435850,BERTS2S,it\'s not often that the defence policy in the uk isn\'t considered a priority.,intrinsic,not,6,9,wid_1,it\'s, often that the defence policy in the uk isn\'t considered a priority.
32435850,BERTS2S,it\'s not often that the defence policy in the uk isn\'t considered a priority.,intrinsic,not,6,9,wid_2,it\'s, often that the defence policy in the uk isn\'t considered a priority.
26327476,BERTS2S,"barcelona say they have received a "" substantial "" tax claim over the signing of neymar from barcelona last month.",extrinsic,substantial,38,49,wid_0,"barcelona say they have received a "" ",""" tax claim over the signing of neymar from barcelona last month."
26327476,BERTS2S,"barcelona say they have received a "" substantial "" tax claim over the signing of neymar from barcelona last month.",extrinsic,substantial,38,49,wid_1,"barcelona say they have received a "" ",""" tax claim over the signing of neymar from barcelona last month."
26327476,BERTS2S,"barcelona say they have received a "" substantial "" tax claim over the signing of neymar from barcelona last month.",extrinsic,substantial,38,49,wid_2,"barcelona say they have received a "" ",""" tax claim over the signing of neymar from barcelona last month."
35360960,BERTS2S,"the family of a man killed in a crash on the m1 on the m1 have called on the driver\'s family to "" get on the road """,intrinsic,"the family of a man killed in a crash on the m1 on the m1 have called on the driver\'s family to "" get on the road",1,114,wid_0,," """
35360960,BERTS2S,"the family of a man killed in a crash on the m1 on the m1 have called on the driver\'s family to "" get on the road """,intrinsic,"the family of a man killed in a crash on the m1 on the m1 have called on the driver\'s family to "" get on the road",1,114,wid_1,," """
35360960,BERTS2S,"the family of a man killed in a crash on the m1 on the m1 have called on the driver\'s family to "" get on the road """,extrinsic,"the family of a man killed in a crash on the m1 on the m1 have called on the driver\'s family to "" get on the road",1,114,wid_2,," """
39964844,BERTS2S,health secretary shona robison has welcomed a review of the practice of mesh implants in scotland.,extrinsic,shona,18,23,wid_0,health secretary ,robison has welcomed a review of the practice of mesh implants in scotland.
39964844,BERTS2S,health secretary shona robison has welcomed a review of the practice of mesh implants in scotland.,extrinsic,shona,18,23,wid_1,health secretary ,robison has welcomed a review of the practice of mesh implants in scotland.
39964844,BERTS2S,health secretary shona robison has welcomed a review of the practice of mesh implants in scotland.,extrinsic,shona,18,23,wid_2,health secretary ,robison has welcomed a review of the practice of mesh implants in scotland.
38518021,BERTS2S,"laura mccolgan says she is "" disappointed "" by laura muir\'s claim to have broken a british 1500m record set by laura muir.",intrinsic,laura,1,6,wid_0,,"mccolgan says she is "" disappointed "" by laura muir\'s claim to have broken a british 1500m record set by laura muir."
38518021,BERTS2S,"laura mccolgan says she is "" disappointed "" by laura muir\'s claim to have broken a british 1500m record set by laura muir.",intrinsic,disappointed,30,42,wid_0,"laura mccolgan says she is "" ",""" by laura muir\'s claim to have broken a british 1500m record set by laura muir."
38518021,BERTS2S,"laura mccolgan says she is "" disappointed "" by laura muir\'s claim to have broken a british 1500m record set by laura muir.",intrinsic,laura,1,6,wid_1,,"mccolgan says she is "" disappointed "" by laura muir\'s claim to have broken a british 1500m record set by laura muir."
38518021,BERTS2S,"laura mccolgan says she is "" disappointed "" by laura muir\'s claim to have broken a british 1500m record set by laura muir.",intrinsic,disappointed,30,42,wid_1,"laura mccolgan says she is "" ",""" by laura muir\'s claim to have broken a british 1500m record set by laura muir."
38518021,BERTS2S,"laura mccolgan says she is "" disappointed "" by laura muir\'s claim to have broken a british 1500m record set by laura muir.",intrinsic,laura,1,6,wid_2,,"mccolgan says she is "" disappointed "" by laura muir\'s claim to have broken a british 1500m record set by laura muir."
38518021,BERTS2S,"laura mccolgan says she is "" disappointed "" by laura muir\'s claim to have broken a british 1500m record set by laura muir.",intrinsic,disappointed,30,42,wid_2,"laura mccolgan says she is "" ",""" by laura muir\'s claim to have broken a british 1500m record set by laura muir."
36686216,BERTS2S,germany\'s alexander jung has won olympic gold in the dressage at rio 2016.,extrinsic,germany\'s alexander jung has won olympic gold in the dressage at rio 2016,1,74,wid_0,,.
36686216,BERTS2S,germany\'s alexander jung has won olympic gold in the dressage at rio 2016.,extrinsic,germany\'s alexander jung has won olympic gold in the dressage at rio 2016,1,74,wid_1,,.
36686216,BERTS2S,germany\'s alexander jung has won olympic gold in the dressage at rio 2016.,extrinsic,germany\'s alexander jung has won olympic gold in the dressage at rio 2016,1,74,wid_2,,.
40540127,BERTS2S,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.,extrinsic,andy,11,15,wid_0,britain\'s, murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.
40540127,BERTS2S,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.,extrinsic,fabio,67,72,wid_0,britain\'s andy murray fought back from a set down to beat italy\',o fognini and reach the last eight at wimbledon.
40540127,BERTS2S,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.,intrinsic,eight,100,105,wid_0,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the las,t at wimbledon.
40540127,BERTS2S,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.,extrinsic,wimbledon,109,118,wid_0,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight a,n.
40540127,BERTS2S,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.,extrinsic,andy,11,15,wid_1,britain\'s, murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.
40540127,BERTS2S,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.,extrinsic,fabio,67,72,wid_1,britain\'s andy murray fought back from a set down to beat italy\',o fognini and reach the last eight at wimbledon.
40540127,BERTS2S,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.,intrinsic,eight,100,105,wid_1,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the las,t at wimbledon.
40540127,BERTS2S,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.,extrinsic,wimbledon,109,118,wid_1,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight a,n.
40540127,BERTS2S,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.,extrinsic,andy,11,15,wid_2,britain\'s, murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.
40540127,BERTS2S,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.,extrinsic,fabio,67,72,wid_2,britain\'s andy murray fought back from a set down to beat italy\',o fognini and reach the last eight at wimbledon.
40540127,BERTS2S,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.,intrinsic,eight,100,105,wid_2,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the las,t at wimbledon.
40540127,BERTS2S,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.,extrinsic,wimbledon,109,118,wid_2,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight a,n.
32221351,BERTS2S,"a bar in county londonderry has been fined £2, 000 after the death of its owner, who was found dead at the weekend.",extrinsic,"a bar in county londonderry has been fined £2, 000 after the death of its owner, who was found dead at the weekend",1,115,wid_0,,
32221351,BERTS2S,"a bar in county londonderry has been fined £2, 000 after the death of its owner, who was found dead at the weekend.",extrinsic,"a bar in county londonderry has been fined £2, 000 after the death of its owner, who was found dead at the weekend",1,115,wid_1,,
32221351,BERTS2S,"a bar in county londonderry has been fined £2, 000 after the death of its owner, who was found dead at the weekend.",extrinsic,"a bar in county londonderry has been fined £2, 000 after the death of its owner, who was found dead at the weekend",1,115,wid_2,,
38973171,BERTS2S,the leader of the sdlp has said he has no regrets about saying he would not vote for the sdlp in the upcoming assembly election.,extrinsic,leader of the sdlp,5,23,wid_0,the ,has said he has no regrets about saying he would not vote for the sdlp in the upcoming assembly election.
38973171,BERTS2S,the leader of the sdlp has said he has no regrets about saying he would not vote for the sdlp in the upcoming assembly election.,extrinsic,he would not vote for the sdlp in the upcoming assembly election,64,128,wid_0,the leader of the sdlp has said he has no regrets about saying ,
38973171,BERTS2S,the leader of the sdlp has said he has no regrets about saying he would not vote for the sdlp in the upcoming assembly election.,extrinsic,leader of the sdlp,5,23,wid_1,the ,has said he has no regrets about saying he would not vote for the sdlp in the upcoming assembly election.
38973171,BERTS2S,the leader of the sdlp has said he has no regrets about saying he would not vote for the sdlp in the upcoming assembly election.,extrinsic,he would not vote for the sdlp in the upcoming assembly election,64,128,wid_1,the leader of the sdlp has said he has no regrets about saying ,
38973171,BERTS2S,the leader of the sdlp has said he has no regrets about saying he would not vote for the sdlp in the upcoming assembly election.,extrinsic,leader of the sdlp,5,23,wid_2,the ,has said he has no regrets about saying he would not vote for the sdlp in the upcoming assembly election.
38973171,BERTS2S,the leader of the sdlp has said he has no regrets about saying he would not vote for the sdlp in the upcoming assembly election.,extrinsic,he would not vote for the sdlp in the upcoming assembly election,64,128,wid_2,the leader of the sdlp has said he has no regrets about saying ,
37913436,BERTS2S,a proposal to pardon gay and bisexual men convicted of sexual offences in northern ireland has been approved by the northern ireland assembly.,,,-1,-1,wid_0,a proposal to pardon gay and bisexual men convicted of sexual offences in northern ireland has been approved by the northern ireland assembl,.
37913436,BERTS2S,a proposal to pardon gay and bisexual men convicted of sexual offences in northern ireland has been approved by the northern ireland assembly.,,,-1,-1,wid_1,a proposal to pardon gay and bisexual men convicted of sexual offences in northern ireland has been approved by the northern ireland assembl,.
37913436,BERTS2S,a proposal to pardon gay and bisexual men convicted of sexual offences in northern ireland has been approved by the northern ireland assembly.,extrinsic,approved,101,109,wid_2,a proposal to pardon gay and bisexual men convicted of sexual offences in northern ireland has been ,by the northern ireland assembly.
36495608,BERTS2S,laura muir has set a scottish indoor record in the 1500m at the glasgow grand prix.,extrinsic,laura muir has set a scottish indoor record in the 1500m at the glasgow grand prix,1,83,wid_0,,
36495608,BERTS2S,laura muir has set a scottish indoor record in the 1500m at the glasgow grand prix.,extrinsic,indoor,31,37,wid_1,laura muir has set a scottish ,record in the 1500m at the glasgow grand prix.
36495608,BERTS2S,laura muir has set a scottish indoor record in the 1500m at the glasgow grand prix.,extrinsic,glasgow grand prix,65,83,wid_1,laura muir has set a scottish indoor record in the 1500m at the ,
36495608,BERTS2S,laura muir has set a scottish indoor record in the 1500m at the glasgow grand prix.,extrinsic,indoor,31,37,wid_2,laura muir has set a scottish ,record in the 1500m at the glasgow grand prix.
36495608,BERTS2S,laura muir has set a scottish indoor record in the 1500m at the glasgow grand prix.,extrinsic,glasgow grand prix,65,83,wid_2,laura muir has set a scottish indoor record in the 1500m at the ,
40122729,BERTS2S,loch lomond has been described as the uk\'s best place to swim.,extrinsic,loch lomond has been described as the uk\'s best place to swim,1,62,wid_0,,.
40122729,BERTS2S,loch lomond has been described as the uk\'s best place to swim.,extrinsic,loch lomond has been described as the uk\'s best place to swim,1,62,wid_1,,.
40122729,BERTS2S,loch lomond has been described as the uk\'s best place to swim.,extrinsic,loch lomond has been described as the uk\'s best place to swim,1,62,wid_2,,.
33719438,BERTS2S,"two suspects were involved in the murder of ex-russian spy alexander litvinenko, an inquiry has heard.",extrinsic,ex-russian spy alexander,45,69,wid_0,two suspects were involved in the murder of ,"litvinenko, an inquiry has heard."
33719438,BERTS2S,"two suspects were involved in the murder of ex-russian spy alexander litvinenko, an inquiry has heard.",extrinsic,ex-russian spy alexander,45,69,wid_1,two suspects were involved in the murder of ,"litvinenko, an inquiry has heard."
33719438,BERTS2S,"two suspects were involved in the murder of ex-russian spy alexander litvinenko, an inquiry has heard.",extrinsic,ex-russian spy alexander,45,69,wid_2,two suspects were involved in the murder of ,"litvinenko, an inquiry has heard."
33928888,BERTS2S,batsman michael smith has been named australia\'s captain for the final two matches of the ashes in august.,intrinsic,michael,9,16,wid_0,batsman ,smith has been named australia\'s captain for the final two matches of the ashes in august.
33928888,BERTS2S,batsman michael smith has been named australia\'s captain for the final two matches of the ashes in august.,extrinsic,two,72,75,wid_0,batsman michael smith has been named australia\'s captain for the final, matches of the ashes in august.
33928888,BERTS2S,batsman michael smith has been named australia\'s captain for the final two matches of the ashes in august.,intrinsic,michael,9,16,wid_1,batsman ,smith has been named australia\'s captain for the final two matches of the ashes in august.
33928888,BERTS2S,batsman michael smith has been named australia\'s captain for the final two matches of the ashes in august.,extrinsic,two,72,75,wid_1,batsman michael smith has been named australia\'s captain for the final, matches of the ashes in august.
33928888,BERTS2S,batsman michael smith has been named australia\'s captain for the final two matches of the ashes in august.,intrinsic,michael,9,16,wid_2,batsman ,smith has been named australia\'s captain for the final two matches of the ashes in august.
33928888,BERTS2S,batsman michael smith has been named australia\'s captain for the final two matches of the ashes in august.,extrinsic,two,72,75,wid_2,batsman michael smith has been named australia\'s captain for the final, matches of the ashes in august.
33584822,BERTS2S,"liberal democrat leader tim farron has said he is "" absolutely committed "" to protecting equality for all people.",extrinsic,democrat,9,17,wid_0,liberal ,"leader tim farron has said he is "" absolutely committed "" to protecting equality for all people."
33584822,BERTS2S,"liberal democrat leader tim farron has said he is "" absolutely committed "" to protecting equality for all people.",extrinsic,democrat leader tim,9,28,wid_1,liberal ,"farron has said he is "" absolutely committed "" to protecting equality for all people."
33584822,BERTS2S,"liberal democrat leader tim farron has said he is "" absolutely committed "" to protecting equality for all people.",extrinsic,democrat leader tim,9,28,wid_2,liberal ,"farron has said he is "" absolutely committed "" to protecting equality for all people."
39370900,BERTS2S,"northern ireland secretary martin mcguinness says he\'s "" shocked "" by the outcome of the assembly election.",extrinsic,"northern ireland secretary martin mcguinness says he\'s "" shocked "" by the outcome of the assembly election",1,107,wid_0,,.
39370900,BERTS2S,"northern ireland secretary martin mcguinness says he\'s "" shocked "" by the outcome of the assembly election.",extrinsic,"northern ireland secretary martin mcguinness says he\'s "" shocked "" by the outcome of the assembly election",1,107,wid_1,,.
39370900,BERTS2S,"northern ireland secretary martin mcguinness says he\'s "" shocked "" by the outcome of the assembly election.",extrinsic,"northern ireland secretary martin mcguinness says he\'s "" shocked "" by the outcome of the assembly election",1,107,wid_2,,.
35739348,BERTS2S,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of 200 new jobs.,extrinsic,100,45,48,wid_0,a pharmaceutical company is to create up to ,new jobs in newcastle with the creation of 200 new jobs.
35739348,BERTS2S,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of 200 new jobs.,extrinsic,200,92,95,wid_0,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of ,new jobs.
35739348,BERTS2S,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of 200 new jobs.,extrinsic,100 new jobs,45,57,wid_1,a pharmaceutical company is to create up to ,in newcastle with the creation of 200 new jobs.
35739348,BERTS2S,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of 200 new jobs.,extrinsic,200 new jobs,92,104,wid_1,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of ,
35739348,BERTS2S,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of 200 new jobs.,extrinsic,100,45,48,wid_2,a pharmaceutical company is to create up to ,new jobs in newcastle with the creation of 200 new jobs.
35739348,BERTS2S,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of 200 new jobs.,extrinsic,200,92,95,wid_2,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of ,new jobs.
40679217,BERTS2S,two senior councillors at aberdeenshire council are to leave the authority.,extrinsic,two senior councillors at aberdeenshire council are to leave the authority,1,75,wid_0,,
40679217,BERTS2S,two senior councillors at aberdeenshire council are to leave the authority.,extrinsic,councillors at aberdeenshire,12,40,wid_1,two senior ,council are to leave the authority.
40679217,BERTS2S,two senior councillors at aberdeenshire council are to leave the authority.,extrinsic,councillors at aberdeenshire,12,40,wid_2,two senior ,council are to leave the authority.
39202525,BERTS2S,"taliban militants have attacked a hospital in the afghan capital kabul, killing at least 14 people, officials say.",intrinsic,taliban,1,8,wid_0,,"militants have attacked a hospital in the afghan capital kabul, killing at least 14 people, officials say."
39202525,BERTS2S,"taliban militants have attacked a hospital in the afghan capital kabul, killing at least 14 people, officials say.",extrinsic,capital kabul,58,71,wid_0,taliban militants have attacked a hospital in the afghan ," killing at least 14 people, officials say."
39202525,BERTS2S,"taliban militants have attacked a hospital in the afghan capital kabul, killing at least 14 people, officials say.",extrinsic,killing at least 14 people,73,99,wid_0,"taliban militants have attacked a hospital in the afghan capital kabul, ", officials say.
39202525,BERTS2S,"taliban militants have attacked a hospital in the afghan capital kabul, killing at least 14 people, officials say.",extrinsic,14,90,92,wid_0,"taliban militants have attacked a hospital in the afghan capital kabul, killing at least ","people, officials say."
39202525,BERTS2S,"taliban militants have attacked a hospital in the afghan capital kabul, killing at least 14 people, officials say.",intrinsic,taliban,1,8,wid_1,,"militants have attacked a hospital in the afghan capital kabul, killing at least 14 people, officials say."
39202525,BERTS2S,"taliban militants have attacked a hospital in the afghan capital kabul, killing at least 14 people, officials say.",intrinsic,killing at least 14 people,73,99,wid_1,"taliban militants have attacked a hospital in the afghan capital kabul, ", officials say.
39202525,BERTS2S,"taliban militants have attacked a hospital in the afghan capital kabul, killing at least 14 people, officials say.",intrinsic,killing at least 14 people,73,99,wid_2,"taliban militants have attacked a hospital in the afghan capital kabul, ", officials say.
12620805,BERTS2S,the daily and sunday politics are on-air six days a week for much of the year reporting the political news from westminster and beyond.,,,-1,-1,wid_0,the daily and sunday politics are on-air six days a week for much of the year reporting the political news from westminster and beyon,.
12620805,BERTS2S,the daily and sunday politics are on-air six days a week for much of the year reporting the political news from westminster and beyond.,,,-1,-1,wid_1,the daily and sunday politics are on-air six days a week for much of the year reporting the political news from westminster and beyon,.
12620805,BERTS2S,the daily and sunday politics are on-air six days a week for much of the year reporting the political news from westminster and beyond.,,,-1,-1,wid_2,the daily and sunday politics are on-air six days a week for much of the year reporting the political news from westminster and beyon,.
40726537,BERTS2S,guy martin has confirmed he will not race in the honda honda honda bike at next year\'s isle of man tt.,extrinsic,guy,1,4,wid_0,,martin has confirmed he will not race in the honda honda honda bike at next year\'s isle of man tt.
40726537,BERTS2S,guy martin has confirmed he will not race in the honda honda honda bike at next year\'s isle of man tt.,intrinsic,next year\'s isle of man tt,76,102,wid_0,guy martin has confirmed he will not race in the honda honda honda bike at ,.
40726537,BERTS2S,guy martin has confirmed he will not race in the honda honda honda bike at next year\'s isle of man tt.,extrinsic,guy,1,4,wid_1,,martin has confirmed he will not race in the honda honda honda bike at next year\'s isle of man tt.
40726537,BERTS2S,guy martin has confirmed he will not race in the honda honda honda bike at next year\'s isle of man tt.,extrinsic,next year\'s isle of man tt,76,102,wid_1,guy martin has confirmed he will not race in the honda honda honda bike at ,.
40726537,BERTS2S,guy martin has confirmed he will not race in the honda honda honda bike at next year\'s isle of man tt.,extrinsic,guy,1,4,wid_2,,martin has confirmed he will not race in the honda honda honda bike at next year\'s isle of man tt.
